Text,link,AnalyzedTextWithoutHttp,hashtag,AnalyzedTextWithoutHttpHashtag,user_mentioned,AnalyzedTextWithoutHttpHashtagUserName,AnalyzedTextWithoutHttpHashtagUserNameNonAlpha,AnalyzedText,positive,negative,neutral,compound,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"The Nike GS2 sports a bio-based traction plate with a minimalist diamond-silhouetted spine for optimal flex and agility. Maximize speed. #nike #football #soccer #GS2Squad
",,The Nike GS2 sports a bio-based traction plate with a minimalist diamond-silhouetted spine for optimal flex and agility. Maximize speed. #nike #football #soccer #GS2Squad,#nike #football #soccer #GS2Squad,The Nike GS2 sports a bio-based traction plate with a minimalist diamond-silhouetted spine for optimal flex and agility. Maximize speed.,,The Nike GS2 sports a bio-based traction plate with a minimalist diamond-silhouetted spine for optimal flex and agility. Maximize speed.,The Nike sports a traction plate with a minimalist spine for optimal flex and Maximize,Nike sports traction plate minimalist spine optimal flex Maximize,0.238,0.0,0.762,0.3612,315,3,0.6972,"never, make, world, always, even, do, love, give, stay, well","['nike', 'sport', 'traction', 'plate', 'minimalist', 'spine', 'optimal', 'flex', 'maximize']"
"Ever get tired of extra packaging? Us too. Meet One Box, a shoebox that doubles as a shipping container to cut packaging waste in half for single digital orders.
",,"Ever get tired of extra packaging? Us too. Meet One Box, a shoebox that doubles as a shipping container to cut packaging waste in half for single digital orders.",,"Ever get tired of extra packaging? Us too. Meet One Box, a shoebox that doubles as a shipping container to cut packaging waste in half for single digital orders.",,"Ever get tired of extra packaging? Us too. Meet One Box, a shoebox that doubles as a shipping container to cut packaging waste in half for single digital orders.",Ever get tired of extra Us Meet One a shoebox that doubles as a shipping container to cut packaging waste in half for single digital,Ever get tired extra Us Meet One shoebox doubles shipping container cut packaging waste half single digital,0.0,0.358,0.642,-0.7783,316,4,0.6894,"good, feel, thing, look, athlete, new, nike, go, second, football","['ever', 'get', 'tired', 'extra', 'meet', 'shoebox', 'double', 'shipping', 'container', 'cut', 'packaging', 'waste', 'half', 'single', 'digital']"
"Hustle & Fly. The only way to play. @Trey5 @KingJames330
",,Hustle & Fly. The only way to play. @Trey5 @KingJames330,,Hustle & Fly. The only way to play. @Trey5 @KingJames330,@Trey5 @KingJames330,Hustle & Fly. The only way to play.,Hustle The only way to,Hustle way,0.0,0.0,1.0,0.0,317,0,0.4783,"find, way, want, mean, team, game, dream, watch, break, think","['hustle', 'way']"
"Play with heart and grit.
",,Play with heart and grit.,,Play with heart and grit.,,Play with heart and grit.,Play with heart and,Play heart,0.706,0.0,0.294,0.34,318,2,0.3262,"get, time, know, play, see, day, big, share, future, street","['play', 'heart']"
"More than just another mile. #justdoit
",,More than just another mile. #justdoit,#justdoit,More than just another mile.,,More than just another mile.,More than just another,another,0.0,0.0,1.0,0.0,319,1,0.238,"take, run, first, step, come, stop, start, push, next, year",[]
"What happens when the lights go down at the Shop? You’d have to see it to believe it.
",,What happens when the lights go down at the Shop? You’d have to see it to believe it.,,What happens when the lights go down at the Shop? You’d have to see it to believe it.,,What happens when the lights go down at the Shop? You’d have to see it to believe it.,What happens when the lights go down at the have to see it to believe,happens lights go see believe,0.0,0.0,1.0,0.0,320,1,0.336,"take, run, first, step, come, stop, start, push, next, year","['happen', 'light', 'go', 'see', 'believe']"
"""The Black population in swimming is 1%. So hopefully, me speaking on it makes it easier for the people behind me."" - @swimone 
",,"""The Black population in swimming is 1%. So hopefully, me speaking on it makes it easier for the people behind me."" - @swimone",,"""The Black population in swimming is 1%. So hopefully, me speaking on it makes it easier for the people behind me."" - @swimone",@swimone,"""The Black population in swimming is 1%. So hopefully, me speaking on it makes it easier for the people behind me."" -",Black population in swimming is So me speaking on it makes it easier for the people behind,Black population swimming speaking makes easier people behind,0.286,0.0,0.714,0.4215,321,0,0.4357,"find, way, want, mean, team, game, dream, watch, break, think","['black', 'population', 'swimming', 'speaking', 'make', 'easy', 'people']"
"Tonight we learned there's teamwork in running, there's a style to hitting the pavement. Great night connecting with Run Dem Crew. #nikeplus #running
",,"Tonight we learned there's teamwork in running, there's a style to hitting the pavement. Great night connecting with Run Dem Crew. #nikeplus #running",#nikeplus #running,"Tonight we learned there's teamwork in running, there's a style to hitting the pavement. Great night connecting with Run Dem Crew.",,"Tonight we learned there's teamwork in running, there's a style to hitting the pavement. Great night connecting with Run Dem Crew.",Tonight we learned teamwork in a style to hitting the Great night connecting with Run Dem,Tonight learned teamwork style hitting Great night connecting Run Dem,0.313,0.0,0.687,0.6249,322,3,0.4889,"never, make, world, always, even, do, love, give, stay, well","['tonight', 'learn', 'teamwork', 'style', 'hit', 'great', 'night', 'connect', 'run', 'dem']"
"Rain Running. #counts
",,Rain Running. #counts,#counts,Rain Running.,,Rain Running.,Rain,Rain,0.0,0.0,1.0,0.0,323,4,0.3641,"good, feel, thing, look, athlete, new, nike, go, second, football",['rain']
"If getting to the top were easy, everyone would be there. #justdoit
",,"If getting to the top were easy, everyone would be there. #justdoit",#justdoit,"If getting to the top were easy, everyone would be there.",,"If getting to the top were easy, everyone would be there.",If getting to the top were everyone would be,getting top everyone would,0.375,0.0,0.625,0.2023,324,2,0.5165,"get, time, know, play, see, day, big, share, future, street","['get', 'top']"
"Deuce! @TravisScott Nike Attack, available 12.19 on the SNKRS app. 🔗 in @nike’s bio to get notified.
",,"Deuce! @TravisScott Nike Attack, available 12.19 on the SNKRS app. 🔗 in @nike’s bio to get notified.",,"Deuce! @TravisScott Nike Attack, available 12.19 on the SNKRS app. 🔗 in @nike’s bio to get notified.",@TravisScott @nike’s,"Deuce! Nike Attack, available 12.19 on the SNKRS app. 🔗 in bio to get notified.",Nike available on the SNKRS in bio to get,Nike available SNKRS bio get,0.0,0.0,1.0,0.0,325,2,0.422,"get, time, know, play, see, day, big, share, future, street","['available', 'snkr', 'get']"
"Some medal moments are never televised.
",,Some medal moments are never televised.,,Some medal moments are never televised.,,Some medal moments are never televised.,Some medal moments are never,medal moments never,0.608,0.0,0.392,0.4767,326,3,0.4064,"never, make, world, always, even, do, love, give, stay, well","['medal', 'moment', 'never']"
"“I’m trying to show other dancers that you can take what you have learned from dance and create your own pathway”. Your gifts can open more than one door, and this has been especially true in the career path of @parrisgoebel.
",,"“I’m trying to show other dancers that you can take what you have learned from dance and create your own pathway”. Your gifts can open more than one door, and this has been especially true in the career path of @parrisgoebel.",,"“I’m trying to show other dancers that you can take what you have learned from dance and create your own pathway”. Your gifts can open more than one door, and this has been especially true in the career path of @parrisgoebel.",@parrisgoebel.,"“I’m trying to show other dancers that you can take what you have learned from dance and create your own pathway”. Your gifts can open more than one door, and this has been especially true in the career path of",trying to show other dancers that you can take what you have learned from dance and create your own Your gifts can open more than one and this has been especially true in the career path of,trying show dancers take learned dance create gifts open one especially true career path,0.302,0.0,0.698,0.6361,327,1,0.2908,"take, run, first, step, come, stop, start, push, next, year","['try', 'show', 'dancer', 'take', 'learn', 'dance', 'create', 'gift', 'open', 'especially', 'true', 'career', 'path']"
"The #kobesystem continues. #WBF
",,The #kobesystem continues. #WBF,#kobesystem #WBF,The continues.,,The continues.,The,,0.0,0.0,0.0,0.0,328,1,0.238,"take, run, first, step, come, stop, start, push, next, year",[]
"The first Mercurial burst onto the pitch in 1998 and since day one its evolution has been guided by one defining objective—speed. Each design has built on the innovation of the one prior in a never-ending mission to make the fastest players in the world even faster.
",,The first Mercurial burst onto the pitch in 1998 and since day one its evolution has been guided by one defining objective—speed. Each design has built on the innovation of the one prior in a never-ending mission to make the fastest players in the world even faster.,,The first Mercurial burst onto the pitch in 1998 and since day one its evolution has been guided by one defining objective—speed. Each design has built on the innovation of the one prior in a never-ending mission to make the fastest players in the world even faster.,,The first Mercurial burst onto the pitch in 1998 and since day one its evolution has been guided by one defining objective—speed. Each design has built on the innovation of the one prior in a never-ending mission to make the fastest players in the world even faster.,The first Mercurial burst onto the pitch in and since day one its evolution has been guided by one defining Each design has built on the innovation of the one prior in a mission to make the fastest players in the world even,first Mercurial burst onto pitch since day one evolution guided one defining design built innovation one prior mission make fastest players world even,0.106,0.0,0.894,0.3818,329,2,0.5019,"get, time, know, play, see, day, big, share, future, street","['first', 'mercurial', 'burst', 'pitch', 'day', 'evolution', 'guide', 'define', 'design', 'build', 'innovation', 'prior', 'mission', 'make', 'fast', 'player', 'world', 'even']"
"Making Black History is never done. 🏒
",,Making Black History is never done. 🏒,,Making Black History is never done. 🏒,,Making Black History is never done. 🏒,Making Black History is never,Making Black History never,0.0,0.0,1.0,0.0,330,3,0.4997,"never, make, world, always, even, do, love, give, stay, well","['make', 'black', 'history', 'never']"
"Welcome to the Association. #NIKExNBA
",,Welcome to the Association. #NIKExNBA,#NIKExNBA,Welcome to the Association.,,Welcome to the Association.,Welcome to the,Welcome,1.0,0.0,0.0,0.4588,331,0,0.3616,"find, way, want, mean, team, game, dream, watch, break, think",['welcome']
"Get in reps instead of excuses. 
",,Get in reps instead of excuses.,,Get in reps instead of excuses.,,Get in reps instead of excuses.,Get in reps instead of,Get reps instead,0.0,0.0,1.0,0.0,332,3,0.3798,"never, make, world, always, even, do, love, give, stay, well","['get', 'rep', 'instead']"
"The most beautiful thing at the beach. #justdoit
",,The most beautiful thing at the beach. #justdoit,#justdoit,The most beautiful thing at the beach.,,The most beautiful thing at the beach.,The most beautiful thing at the,beautiful thing,0.796,0.0,0.204,0.5994,333,4,0.4956,"good, feel, thing, look, athlete, new, nike, go, second, football","['beautiful', 'thing']"
"You may think you know Air, but there’s more to this cushioning technology than meets the eye. Like, did you know that all Nike Air soles are composed of at least 50% recycled manufacturing waste? Yup, been that way since 2008.
",,"You may think you know Air, but there’s more to this cushioning technology than meets the eye. Like, did you know that all Nike Air soles are composed of at least 50% recycled manufacturing waste? Yup, been that way since 2008.",,"You may think you know Air, but there’s more to this cushioning technology than meets the eye. Like, did you know that all Nike Air soles are composed of at least 50% recycled manufacturing waste? Yup, been that way since 2008.",,"You may think you know Air, but there’s more to this cushioning technology than meets the eye. Like, did you know that all Nike Air soles are composed of at least 50% recycled manufacturing waste? Yup, been that way since 2008.",You may think you know but more to this cushioning technology than meets the did you know that all Nike Air soles are composed of at least recycled manufacturing been that way since,may think know cushioning technology meets know Nike Air soles composed least recycled manufacturing way since,0.0,0.0,1.0,0.0,334,2,0.5587,"get, time, know, play, see, day, big, share, future, street","['think', 'know', 'cushioning', 'technology', 'meet', 'know', 'sol', 'compose', 'least', 'recycle', 'manufacturing', 'way']"
